pubblication_date,oggetto,cig,importoAggiudicazione,vendor_code,agency_name,sceltaContraente,agency_fiscal_code,vendor_name,importoSommeLiquidate,vendor_country
2011-1,SISTEMAZIONE DELLA VIA CIRCONVALLAZIONE,08875415FF,0,,COMUNE DI CAMO,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,00554430041,,0,
2011-1,RETTE DI FREQUENZA AI CDD DI PONTE SAN MARCO E MONTICHIARI PER IL PRIMO SEMESTRE 2011,1271603FF9,0,,COMUNE DI MONTICHIARI,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,00645400177,,0,
2011-1,9 SPETTACOLI DELL&apos;OPERA PER BAMBINI &quot;HÄNSEL &amp; GRETEL IM WALD&quot;,1099852A92,0,,PROVINCIA AUTONOMA BOLZANO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00390090215,,0,
2011-1,"INTERVENTI DI MANUTENZIONE DELLA RETE DI BONIFICA CON PARTICOLARE RIFERIMENTO AL CANALE ACQUE ALTE, ACQUE MEDIE E BY-PASS PER CANALE ACQUE BASSE",07345119A4,0,,CONSORZIO DI BONIFICA DELL&apos;ORISTANESE,01-PROCEDURA APERTA,90022600952,,0,
2011-1,SERVIZI INFANZIA,1850001D1B,0,,COMUNE DI RIETI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00100700574,,0,
2011-1,DISPOSITIVI PER MEDICAZIONI GENERALI E SPECIALISTICHE- BENDAGGI - DITTA AF MEDICAL SRL,2717732763,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,FORNITURA TELI CHIRURGICI E KIT CHIRURGICI,0943092821,2177.40,03235650482,AZIENDA ASL N.8,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02261430926,MONETEX S.P.A.,0,ITALY
2011-1,ECONOMIA - SPA SOC. PROD. ANTIBIOTICI,079875624D,0,,AZIENDA OSPEDALIERA BOLOGNINI DI SERIATE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02585160167,,0,
2011-1,INFOMAZIONI DA BANCHE DATI,0858446C09,344409.85,NL005033019B01,ENISERVIZI S.P.A.,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,11665650153,ELSEVIER B.V.,0,NOT ITALY
2011-1,ORGANIZZAZIONE DI N. 6 SOGGIORNI CLIMATICI PER ANZIANI. ANNO 2011. PUBBLICO INCANTO.,0809171507,110000.00,02822740615,COMUNE DI BRESCIA,01-PROCEDURA APERTA,00761890177,HAPPY AGE S.R.L.,0,ITALY
2011-1,REALIZZAZIONE DI  BARRIERA PARAMASSI PER LA MESSA IN SICUREZZA SS 45 ABITATO DI CONFIENTE,10180666A2,0,,COMUNE DI CORTE BRUGNATELLA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,80004220333,,0,
2011-1,FORNITURA BIENNALE DI KIT COLOR RIBBON,080967441E,87000.00,99999999999,AZIENDA TRASPORTI MILANESI S.P.A.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,97230720159,NON  CLASSIFICATO,0,ITALY
2011-1,"SERVIZIO DI MANUTENZIONE ORDINARIA E STRAORDINARIA DEI GRANDI IMPIANTI TECNOLOGICI REALIZZATI NELL&apos;AREA MEDICA E DELLE BIOSCIENZE E DEGLI EDIFICI DELL&apos;AREA GIURIDICA, ECONOMICA E SOCIALE.",4573925A4E,0,,AZIENDA OSPEDALIERA MATER DOMINI,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01991530799,,0,
2011-1,FORNITURA DI BUONI PASTO,07337272AC,51680.00,03543000370,PUBLIAMBIENTE SPA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,05038490487,DAY RISTOSERVICE S.P.A.,0,ITALY
2011-1,SERVIZIO DI ASSISTENZA TECNICA SOFTWARE EMONET DITTA INSIEL PERIODO 2011 - 2013,3085701105,69000.00,01155360322,AZIENDA OSPEDALIERA DELLA PROVINCIA DI LECCO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02166640132,INSIEL MERCATO,0,ITALY
2011-1,"PROGETTAZIONE, FORNITURA, POSA IN OERA, GARANZIA E MANUTENZIONE DEL SISTEMA INFOPARKING DI INDIRIZZAMENTO E GUIDA AI PARCHEGGI DELLA CITTÀ DI MONZA",06812297F2,0,,T.P.M. TRASPORTI PUBBLICI MONZESI S.P.A.,01-PROCEDURA APERTA,02689470967,,0,
2011-1,SERVIZIO DI MANUTENZIONE ED EVOLUZIONE DELLA POSTA ELETTRONICA PER L?ATENEO DI TORINO,07677764CB,0,,UNIVERSITA&apos; DEGLI STUDI TORINO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80088230018,,0,
2011-1,"SERVIZIO DI TRASPORTO SCOLASTICO, PARASCOLASTICO ED EXTRASCOLASTICO",078439680C,0,,COMUNE DI COMACCHIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,82000590388,,0,
2011-1,"FORNITURA IN NOLEGGIO N. 34 FOTOCOPIATORI TRAMITE ADESIONE CONVENZIONE CONSIP FOTOCOPIATRICI 16, LOTTO 2 (CIG 0272039DAB).",0762818951,70806.00,01788080156,UFFICIO CENTRALE ARCHIVI NOTARILI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80185110584,KYOCERA DOCUMENT SOLUTIONS ITALIA S.P.A.,0,ITALY
2011-1,SERVIZIO SPAZZAMENTO,1867162ECF,0,,COMUNE DI LEVANTO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00197500119,,0,
2011-1,MINTRONE LUIGI - CORATO,2927070692,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,SERVIZIO DI INSERIMENTO DI DISABILI IN STRUTTURE RESIDENZIALI E SEMIRESIDENZIALI,0748954862,0,,COMUNE DI FORLI&apos;,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00606620409,,0,
2011-1,GARA N° 12781 LAVORI DI RISTRUTTURAZIONE EX EDIFICI PRESSO LA S.E. DI FRATTAMAGGIORE (NA),0862352361,545374.66,,TERNA RETE ELETTRICA NAZIONALE S.P.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",05779661007,,0,
2011-1,"SERVIZIO DI POSIZIONAMENTO, SVUOTAMENTO CASSONETTI PER RIFIUTI SOLIDI URBANI E NOLEGGIO, PULIZIA BAGNI CHIMICI",07343558E8,0,,--,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,ND,,0,
2011-1,FORNITURA DI FARMACI (LOTTO 131),417598864F,0,,AZIENDA SANITARIA LOCALE CITTA&apos; DI MILANO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,12319130154,,0,
2011-1,SERVIZIO SMALTIMENTO DEL RIFIUTO SECCO NON RECICLABILE E SPAZZAMENTO STRADALE. DITTA LESA SPA,11264063A2,0,,COMUNE DI ZEVIO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00660750233,,0,
2011-1,LOTTO 66 SEZ. C,0768201384,20500.00,03551841004,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,01-PROCEDURA APERTA,04733051009,NUOVA MONDIAL SERVICE SAS,0,ITALY
2011-1,ADESIONE ALLA CONVENZIONE CONSIP PER IL SERVIZIO SOSTITUTIVO DI MENSA MEDIANTE BUONI PASTO ANNO 2011,0784664536,0,,CAMERA COMMERCIO INDUSTRIA ARTIGIANATO AGRICOLTURA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80004010593,,0,
2011-1,SERVIZIO DI MANUTENZIONE DI APPARECCHIATURE INFORMATICHE,071975696E,51500.00,02322590411,AZIENDA OSPEDALIERA &apos;OSPEDALE SAN SALVATORE&apos;PESARO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,01316870417,GIORGI UFFICIO SAS DI GIORGI MAURIZIO E C.,0,ITALY
2011-1,ADEGUAMENTO DELL&apos;IMPIANTO DI ILLUMINAZIONE PUBBLICA,08055454C2,0,,COMUNE DI BORONEDDU,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,80005490950,,0,
2011-1,FORNITURA CARBURANTI,31275231A0,0,,COMUNE DI CASTELFRANCO VENETO,27-CONFRONTO COMPETITIVO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE ,00481880268,,0,
2011-1,FORNITURA PROD. DI CONSUMO X APPAR SIEMENS/DRAGER,0892758733,67000.00,01542210222,AZIENDA ULSS 18 ROVIGO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,01013470297,WALDNER TECNOLOGIE MEDICALI SRL,0,ITALY
2011-1,RDO 2011GG7003 - FORNITURA DI CARBURANTI PER AUTOTRAZIONE A MEZZO TESSERE MAGNETICHE,0819119660,0,,AZIENDA SERVIZI VALTROMPIA SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",02013000985,,0,
2011-1,CONVENZIONE TRA AUSL 8 AREZZO E L&apos;ASSOCIAZIONE DI PUBBLICA ASSISTENZA E MUTUO SOCCORSO,3066934200,0,,AZIENDA USL 8 - AREZZO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01458450515,,0,
2011-1,LA REDANCIA SRL,24259651A6,0,,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI MILANO 2,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,12319440157,,0,
2011-1,"FSE OBIETTIVO 2 ASSE III POR 2007-2013. DETERMINAZIONE A CONTRARRE MEDIANTE PROCEDURA NEGOZIATA PER L&apos;AFFIDAMENTO DI UN SERVIZIO DI ORIENTAMENTO, TIROCINIO E TUTORAGGIO ALL&apos;INSERIMENTO LAVORATIVO RIVOLTO A GIOVANI A RISCHIO PRESENTI ALL&apos;INTERNO DELL&apos;ISTITUTO PENALE PER MINORI FERRANTE APORTI DI TORINO E IN AFFIDAMENTO ALL&apos;USSM - UFFICIO SERVIZI SOCIALI PER MINORI -",0606665BC8,90390.00,09809670012,PROVINCIA DI TORINO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01907990012,FONDAZIONE CASA DI CARITA&apos; ARTI E MESTIERI - ONLUS,0,ITALY
2011-1,FORNITURA AUSILI E PROTESI PER INVALIDI CIVILI DITTA ORTHOTECNICA DI MIGLIACCIO ANTONIO,2985753152,0,,REGIONE VENETO - UNITA&apos; LOCALE SOCIO SANITARIA N.22,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02576210237,,0,
2011-1,ADESIONE LOTTO 606,07338074B0,0,,AZIENDA USL DI BOLOGNA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02406911202,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,28661050AB,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,SERVIZIO INTEGRATO DI ILLUMINAZIONE A RISPARMIO ENERGETICO,0733349ABA,0,,COMUNE DI CERVASCA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00527900047,,0,
2011-1,"AFFIDAMENTO ALLA DITTA SIEMENS DELLA MANUTENZIONE ALLE APPARECCHIATURE ELETTROMEDICALI, RADIOLOGICHE  E AD ULTRASUONI DI PRODUZIONE SIEMENS IN DOTAZIONE A VARIE UNITA OPERATIVE DELL&apos;AZIENDA OSPEDALIERA REGIONALE S. CARLO.",3024622D05,0,,AZIENDA OSPEDALIERA REGIONALE SAN CARLO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01186830764,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2867141798,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,FORNITURA TRIENNALE DI COPERTE TERMICHE E FORNITURA DELLE RELATIVE APPARECCHIATURE SCALDAPAZIENTI,0700362500,94050.00,08641790152,FONDAZIONE IRCCS CA&apos; GRANDA OSPEDALE MAGGIORE POLICLINICO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,04724150968,COVIDIEN ITALIA,0,ITALY
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2867160746,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,GESTIONE SERVIZIO ASSOCIATO IN MATERIA DI RANDAGISMO,0927180D20,0,,COMUNITA&apos; MONTANA MEDIA VALLE DEL SERCHIO - ZONA D -,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00980440465,,0,
2011-1,DISTINTA MENSILE FARMACI E SERVIZI FARMACIA COMUNALE 2 AREZZO,2898774FF6,0,,AZIENDA USL 8 - AREZZO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01458450515,,0,
2011-1,FORNITURA ENERGIA ELETTRICA PER LE UTENZE BT DEI DISTRETTI ASL AL - ANNO 2011 - CONVENZIONE SCR PIEMONTE GARA 11-2010 LOTTO 2 PER I SOGGETTI DI CUI ALL&apos;ART. 3 L.R. 19/2007 CIG 052875673F,1233134E5A,0,,AZIENDA SANITARIA LOCALE AL,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,02190140067,,0,
2011-1,"NOLEGGIO QUINQUENNALE DI POMPE INFUSIONALI, VOLUMETRICHE, A SIRINGA, PER TERAPIA ANTALGICA E PER NUTRIZIONE ENTERALE CON RELATIVO MATERIALE DI CONSUMO PER L&apos;INFUSIONE",08445608F3,0,,AZIENDA OSPEDALIERA ORDINE MAURIZIANO DI TORINO,01-PROCEDURA APERTA,09059340019,,0,
2011-1,LOTTO 2 (SUD),084525025D,1823029.00,02651170041,AGENZIA EROGAZIONI IN AGRICOLTURA,01-PROCEDURA APERTA,97181460581,CAMPIELLO SRL,0,ITALY
2011-1,ACQ. PRESTAZ. SOCIO SANIT. (CDD ) EROGATORE ACCREDITATO COOP. CHV,214743034B,0,,A.S.L.PROVINCIA DI MANTOVA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01838560207,,0,
2011-1,L.R.19/86 LAVORI DI MESSA A NOMA ED IN SICUREZZA ISTITUTO G. PARINI,0730597BB4,127305.26,04482020650,COMUNE DI CASTEL RITALDI,01-PROCEDURA APERTA,00482510542,LUXOR SRL,0,ITALY
2011-1,AER000040099,0861896B11,0,,ENEL GREEN POWER S.P.A.,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,10236451000,,0,
2011-1,SPAZZOLE PER SPAZZATRICI STRADALI,07660471FB,0,,VALORE AMBIENTE S.R.L.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,03004930248,,0,
2011-1,SERVIZI DI ACCOGLIENZA E DI SICUREZZA IN ESCLUSIVA PER PALAZZO RUSPOLI (COM.117.001) - ALFA INT&apos;L PROT.1703/VF,1111188557,0,,RETECAMERE S.C. A R.L.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,08618091006,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2877407F5B,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,STIMOLATORI CARDIACI SSIR COMPATIBILI CON RISONANZA MAGNETICA,0759194AB2,0,,AZIENDA OSPEDALIERA OSPEDALI RIUNITI PAPARDO- PIEMONTE,01-PROCEDURA APERTA,03051880833,,0,
2011-1,SISTEMAZIONE DI UN TRATTO DELLA RIVA SINISTRA DEL FIUME LIVENZA A VALLE DEL PONTE DI VIA STRADA NUOVA IN LOCALITÀ SANSONESSA DI CAORLE - 1° STRALCIO,08388912C0,231700.00,01848780274,COMUNE DI CAORLE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00321280273,ANESE S.R.L.,0,ITALY
2011-1,SERVIZIO BIENNALE DI RACOLTA E SMALTIMENTO TONER,1064523829,0,,REGIONE LOMBARDIA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80050050154,,0,
2011-1,OPERE DI URBANIZZAZIONE RELATIVE AL PIANO PARTICOLAREGGIATO DI INIZIATIVA PRIVATA IN ZONA D3 COMUNE DI GATTEO VIA ERBOSA,0754177E88,0,,SIDERMEC S.P.A.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00364410407,,0,
2011-1,ACQUISTO FARMCI,3468125349,0,,COMUNE DI CASTELNUOVO RANGONE,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00292410362,,0,
2011-1,UTENZE TELEFONICHE,12261066AC,141141.19,99999999999,COMUNE DI ROVERETO,25-AFFIDAMENTO DIRETTO A SOCIETA&apos; RAGGRUPPATE/CONSORZIATE O CONTROLLATE NELLE CONCESSIONI DI LL.PP,00125390229,NON  CLASSIFICATO,0,ITALY
2011-1,BS 16-11/GV TRASPORTO/SMALTIMENTO FANGHI DEPURAZIONE FRAZIONE ESSICCATA IMPIANTO DEPURAZIONE CIVILE /INDUSTRIALE FUSINA (VE),074486278F,0,,VENEZIANA ENERGIA RISORSE IDRICHE TERRITORIO AMBIENTE SER...,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,03341820276,,0,
2011-1,LAVORI DI RIPRISTINO VIABILITA&apos; SILVO PASTORALE BOLLONE NEMINA,0612619D2D,119557.02,00122040140,COMUNE DI TEGLIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,83000770145,TRIVELLA COSTRUZIONI E CALCESTRUZZI S.R.L.,0,ITALY
2011-1,ADESIONE LOTTO 650 CONVENZIONE INTERCENT-ER FARMACI AVEC,07956742F4,0,,AZIENDA OSPEDALIERO-UNIVERSITARIA DI FERRARA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01295950388,,0,
2011-1,DISTINTA MENSILE FARMACI E SERVIZI FARMACIA SOLDANI SALVINI,2891637E53,0,,AZIENDA USL 8 - AREZZO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01458450515,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2866461671,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,MANUTENZIONE STRAORDINARIA SCUOLA ELEMENTARE E MEDIA,0835004B16,0,,COMUNE DI TRAVESIO,22-PROCEDURA NEGOZIATA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,90000930934,,0,
2011-1,MANUTENZIONE ORDINARIA FABBRICATI ANNO 2011 - GIRARDI - ZONA 3,2410161FC2,0,,AZIENDA TERRITORIALE PER L&apos;EDILIZIA RESIDENZIALE - A.T.E.R.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00165800244,,0,
2011-1,LOTTO UNICO,0772091DA2,0,,SOCIETA&apos; PUBBLICA PER IL RECUPERO ED IL TRATTAMENTO DEI R...,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02021740069,,0,
2011-1,DISTINTA MENSILE FARMACI E SERVIZI FARMACIA CENTRALE AREZZO,2900138595,0,,AZIENDA USL 8 - AREZZO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01458450515,,0,
2011-1,"AGGIUDICAZIONE DELLA PROCEDURA DI GARA MEDIANTE  COTTIMO FIDUCIARIO, PER LA FORNITURA TRIENNALE DI MATERIALE MONOUSO PER ALIMENTI  OCCORRENTE ALL&apos;AZIENDA OSPEDALIERA FATEBENEFRATELLI E OFTALMICO ? PERIODO 01/09/09-31/08/12.",0758024530,0,,AZIENDA OSPEDALIERA OSPEDALE FATEBENEFRATELLI OFTALMICO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,11809480152,,0,
2011-1,"ESECUZIONE DEL SERVIZIO DI RACCOLTA, TRASPORTO, SCARICO E SMALTIMENTO E/O RECUPERO IN IDONEO IMPIANTO DEI FANGHI C.E.R. 19.08.05 PRODOTTI DALL&apos;IMPIANTO DI DEPURAZIONE COMPRENSORIALE DI BORGHETTO SANTO SPIRITO, AFFIDATO AI SENSI DELL&apos;ART. 125 COMMA 10 LETTERA C) DEL D.LGS. 163/2006",3319058D4B,0,,SERVIZI AMBIENTALI SPA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00471980094,,0,
2011-1,UTENZE ENERGIA ELETTRICA,2714551658,0,,COMUNE DI RECANATI,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,00284570439,,0,
2011-1,SERVIZIO SOSTITUTIVO MENSA OBBLIGATORIA DI SERVIZIO,1052641AD2,45000.00,99999999999,UFFICIO TERRITORIALE DEL GOVERNO - PREFETTURA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80007570957,NON  CLASSIFICATO,0,ITALY
2011-1,SERVIZIO DI PULIZIA E SGUATTERIA PRESSO IL COMANDO 51° STROMO PERIODO FEBBRAIO - APRILE 2011,0829499C37,0,,COMANDO 51  STORMO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80019140260,,0,
2011-1,PROROGA FORNITURA TEST PER TIPIZZAZIONE TISSUTALE.,28189238D7,0,,AZIENDA OSPEDALIERA OSPEDALE CONSORZIALE POLICLINICO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,04846410720,,0,
2011-1,ECOTOMOGRAFI PER CARDIOLOGIA FASCIA ALTA LOTTO 8,08701430B8,0,,AZIENDA UNITA&apos; SANITARIA LOCALE DI REGGIO EMILIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01598570354,,0,
2011-1,ECONOMIA - CARLO ERBA REAGENTI,07991138E6,0,,AZIENDA OSPEDALIERA BOLOGNINI DI SERIATE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02585160167,,0,
2011-1,DISPOSITIVI PER CH. MININVASIVA,2720439148,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,ECONOMIA - DIASORIN,0795036475,0,,AZIENDA OSPEDALIERA BOLOGNINI DI SERIATE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02585160167,,0,
2011-1,FONDAZIONE RIFUGIO S. ANNA - SDS EMERGENZA PROFUGHI ZONA 1 COLLINE METALLIFERE,3336383658,235185.42,99999999999,SOCIETA&apos; DELLA SALUTE COLLINE METALLIFERE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,90016190531,NON  CLASSIFICATO,0,ITALY
2011-1,PROROGA FORNITURA DI DISPOSITIVI E REAGENTI PER IL SERVIZIO DI IMMUNOEMATOLOGIA E TRASFUSIONALE.,28041054A5,0,,AZIENDA OSPEDALIERA OSPEDALE CONSORZIALE POLICLINICO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,04846410720,,0,
2011-1,VENDITA COSTUMI CORO NABUCCO/CENTRO TELECINEMATOGRAFICO CULTURALE CTC,263679935E,0,,FONDAZIONE ARENA DI VERONA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00231130238,,0,
2011-1,LAVORI DI MANUTENZIONE ORDINATIA E STRAORDINARIA IMPIANTI RETE IDRICA,1615819803,0,,ACQUE NORD SRL,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02077340038,,0,
2011-1,AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI DISTRIBUZIONE DEL GAS METANO NEL TERRITORIO,05879095D9,0,,COMUNE DI SULMONA,01-PROCEDURA APERTA,00181820663,,0,
2011-1,AFFIDAMENTO SERVIZIO ACCERTAMENTO E RISCOSSIONE TRIBUTI COMUNALI,0708110ED7,3532500.00,01807790686,COMUNE DI ROSSANO,01-PROCEDURA APERTA,00396810780,SO.G.E.T. SPA,0,ITALY
2011-1,"SISTEMAZIONE IDROGEOLOGICA AFFLUENTE DESTRO RIO COLORIO SISTEMAZIONI SPONDALI, FORMAZIONE DI BRIGLIE, SOGLIE DI FONDO, ATTRAVERSAMENTI E RIPRISTINO PONTE S. C. NEBBIUNO-SOVAZZA",0800181A3D,0,,COMUNE DI NEBBIUNO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00433340031,,0,
2011-1,BUONI PASTO 5 ORDINATIVI DI FORNITURA CONSIP,0757372B22,0,,SERIT SICILIA S.P.A.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00833920150,,0,
2011-1,ATTIVITÀ DI PROGETTAZIONE &quot;ACQUEDOTTO CAMPANO. GALLERIA S. ERASMO/S. CLEMENTE. INTERVENTI URGENTI TRATTO S. ERASMO - VILLA DELLE MAGNOLIE - GARZANO&quot;,083666127F,0,,ACQUA CAMPANIA SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",06765250631,,0,
2011-1,INCENTIVAZIONE ATTIVITA&apos; TURISTICHE &quot;CASA MULTIMEDIALE&quot;,08210743B2,0,,COMUNE DI CASALDUNI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00119310621,,0,
2011-1,"RIAFFIDAMENTO CONTRATTO SERVIZIO DI RACCOLTA E TRASPORTO RIFIUTI SOLIDI URBANI E ASSIMILATI, SPAZZAMENTO STRADE, E GESTIONE DELLA PIAZZOLA ECOLOGICA DEI COMUNI DI: COMUN NUOVO - AZZANO SAN PAOLO - GRASSOBBIO - ZANICA - URGNANO PERIODO 01.01.2011 - 31.12.2011",0737790B8E,966587.60,02498990163,GESTIONE SERVIZI IDRICI AMBIENTALI SPA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,03001470164,S.E.A. SRL,0,ITALY
2011-1,FUNZIONAMENTO E CONDUZIONE IMPIANTO DI TELERISCALDAMENTO A PREDAZZO,11523884A8,60000.00,99999999999,ENECO ENERGIA ECOLOGICA SRL,02-PROCEDURA RISTRETTA,01401970221,NON  CLASSIFICATO,0,ITALY
